feature_set,train_size,observed_hgb,fit_hgb
no_lab_surrogates,141.62310998206593,0.8604565689335164,0.8685713160176277
no_lab_surrogates,145.4548071762202,0.8614707308264425,0.8707774561557092
no_lab_surrogates,149.3901732093765,0.8625123314705726,0.8728872672035553
no_lab_surrogates,153.43201290342827,0.8635821132375862,0.8749049552827374
no_lab_surrogates,157.58320696638847,0.8646808385844685,0.8768345428583787
no_lab_surrogates,161.84671404553262,0.8658092905969305,0.8786798767583432
no_lab_surrogates,166.22557283609225,0.8669682735475314,0.8804446358422768
no_lab_surrogates,170.7229042469997,0.868158613468901,0.8821323383357853
no_lab_surrogates,175.34191362522859,0.8693811587424718,0.8837463488443732
no_lab_surrogates,180.08589304031497,0.8706367807031388,0.8852898850611248
no_lab_surrogates,184.95822363068754,0.8719263742602791,0.8867660241815003
no_lab_surrogates,189.9623780134801,0.8732508585355735,0.8881777090380363
no_lab_surrogates,195.10192275954103,0.8746111775180847,0.8895277539671795
no_lab_surrogates,200.3805209354073,0.8759263857750347,0.8908188504199513
no_lab_surrogates,205.80193471405244,0.8761942381086641,0.8920535723276274
no_lab_surrogates,211.37002805627054,0.8764693373459619,0.8932343812331295
no_lab_surrogates,217.08876946460487,0.8767518795562023,0.8943636311983604
no_lab_surrogates,222.96223481178777,0.8770420661134306,0.8954435734972642
no_lab_surrogates,228.9946102457045,0.8773401038399862,0.8964763611039686
no_lab_surrogates,235.19019517295285,0.8776462051539092,0.8974640529849557
no_lab_surrogates,241.55340532312485,0.877960588220336,0.8984086182038209
no_lab_surrogates,248.08877589599396,0.87828347710699,0.8993119398467996
no_lab_surrogates,254.80096479385276,0.8786151019438795,0.9001758187768896
no_lab_surrogates,261.69475594130074,0.8789556990873169,0.9010019772240544
no_lab_surrogates,268.77506269485355,0.8793055112883745,0.9017920622186618
no_lab_surrogates,276.0469313447998,0.8796647878658991,0.9025476488750062
no_lab_surrogates,283.5155447118041,0.8800337848842061,0.9032702435314574
no_lab_surrogates,291.1862258408156,0.8804127653355834,0.903961286753499
no_lab_surrogates,299.0644417949203,0.8808019993277308,0.9046221562056409
no_lab_surrogates,307.15580755183686,0.881201764276272,0.9052541693979332
no_lab_surrogates,315.46609000583476,0.8816123451024749,0.9058585863125551
no_lab_surrogates,324.0012120779263,0.8820340344363214,0.9064366119157169
no_lab_surrogates,332.76725693726286,0.8824671328250707,0.9069893985598823
no_lab_surrogates,341.77047233674386,0.8829119489474667,0.9075180482810989
no_lab_surrogates,351.01727506592647,0.8833687998337392,0.9080236149960191
no_lab_surrogates,360.5142555244132,0.883838011091559,0.9085071066029891
no_lab_surrogates,370.2681824189744,0.8843199171381056,0.9089694869913959
no_lab_surrogates,380.28600758775553,0.8848148614384136,0.9094116779632787
no_lab_surrogates,390.57487095500306,0.8853231967501671,0.9098345610710342
no_lab_surrogates,401.1421056198468,0.8858452853751193,0.9102389793748804
no_lab_surrogates,411.9952430827606,0.8863814994173116,0.9106257391235824
no_lab_surrogates,423.14201861342815,0.8869322210482807,0.9109956113617907
no_lab_surrogates,434.59037676384,0.8874978427794413,0.911349333467197
no_lab_surrogates,446.3484770305499,0.8880787677418366,0.9116876106205707
no_lab_surrogates,458.42469967012886,0.8886754099734594,0.9120111172116081
no_lab_surrogates,470.82765167195606,0.8892881947143457,0.9123204981833968
no_lab_surrogates,483.566172892611,0.8899175587096531,0.9126163703181746
no_lab_surrogates,496.6493423562326,0.8905639505209377,0.9128993234669471
no_lab_surrogates,510.0864847253412,0.890870711156085,0.9131699217254161
no_lab_surrogates,523.8871769467281,0.8910639291158639,0.9134287045585602
no_lab_surrogates,538.0612550771576,0.8912623747020835,0.9136761878761136
no_lab_surrogates,552.6188212937402,0.8914661893512759,0.9139128650610843
no_lab_surrogates,567.570251093977,0.8916755183266227,0.9141392079533623
no_lab_surrogates,582.9262006906047,0.891890510821487,0.914355667790381
no_lab_surrogates,598.6976146065119,0.8921113200657463,0.9145626761067042
no_lab_surrogates,614.8957334751419,0.892338103435004,0.9147606455943335
no_lab_surrogates,631.5321020519406,0.8925710225627531,0.9149499709254523
no_lab_surrogates,648.6185774425546,0.892810243455577,0.915131029539244
no_lab_surrogates,666.1673375536525,0.8930559366114653,0.9153041823943558
no_lab_surrogates,684.1908897723886,0.8933082771413322,0.9154697746885057
no_lab_surrogates,702.7020798806892,0.8935674448938209,0.9156281365466691
no_lab_surrogates,721.7141012107264,0.8938336245834869,0.9157795836792166
no_lab_surrogates,741.2405040480947,0.894107005922447,0.9159244180113146
no_lab_surrogates,761.2952052893983,0.8943877837555918,0.9160629282848429
no_lab_surrogates,781.8924983611287,0.8946761581994565,0.9161953906340319
no_lab_surrogates,803.0470634069042,0.894972334784847,0.9163220691359631
no_lab_surrogates,824.7739777503303,0.8952765246033274,0.9164432163370342
no_lab_surrogates,847.088726640943,0.8955889444576695,0.9165590737564352
no_lab_surrogates,870.0072142908814,0.8959098170163717,0.9166698723676422
no_lab_surrogates,893.545775210172,0.8962393709723617,0.9167758330588853
no_lab_surrogates,917.7211858486957,0.8965778412059893,0.9168771670735126
no_lab_surrogates,942.5506765531273,0.8969254689524313,0.9169740764311245
no_lab_surrogates,968.051943847386,0.8972825019736256,0.9170667543303204
no_lab_surrogates,994.2431630453359,0.8976491947348559,0.9171553855338597
no_lab_surrogates,1021.143001204732,0.8979019955280171,0.9172401467370052
no_lab_surrogates,1048.7706304316423,0.8981270119599611,0.9173212069197823
no_lab_surrogates,1077.1457415448303,0.8983581163448602,0.9173987276838587
no_lab_surrogates,1106.2885581098321,0.8985954733958903,0.9174728635747129
no_lab_surrogates,1136.2198508527415,0.8988392522826404,0.9175437623897365
no_lab_surrogates,1166.960952463956,0.8990896267516827,0.9176115654728834
no_lab_surrogates,1198.5337728024574,0.8993467752504057,0.917676407996453
no_lab_surrogates,1230.9608145114546,0.8996108810541984,0.9177384192305699
no_lab_surrogates,1264.265189056504,0.8998821323970734,0.9177977228008971
no_lab_surrogates,1298.470633197564,0.9001607226058266,0.9178544369350962
no_lab_surrogates,1333.6015259067053,0.9004468502378247,0.9179086746985259
no_lab_surrogates,1369.682905743539,0.9007407192225219,0.9179605442196498
no_lab_surrogates,1406.7404887007503,0.9010425390068042,0.918010148905601
no_lab_surrogates,1444.8006865324494,0.9013525247042679,0.9180575876483346
no_lab_surrogates,1483.8906255784104,0.9016708972485347,0.918102955021779
no_lab_surrogates,1524.0381660976145,0.9019978835507165,0.9181463414703789
no_lab_surrogates,1565.27192212486,0.9023337166611399,0.9181878334894046
no_lab_surrogates,1607.6212818646202,0.9026786359354464,0.91822751379739
no_lab_surrogates,1651.1164286366652,0.9030328872051859,0.9182654615010396
no_lab_surrogates,1695.7883623883695,0.903396722953027,0.9183017522529362
no_lab_surrogates,1741.6689217890623,0.9037704024927061,0.9183364584023619
no_lab_surrogates,1788.7908069221455,0.904154192153847,0.9183696491395332
no_lab_surrogates,1837.1876025911613,0.9045483654717789,0.9184013906335398
no_lab_surrogates,1886.8938022564212,0.9049532033824917,0.9184317461642579
no_lab_surrogates,1937.9448326192528,0.9053689944228652,0.9184607762485064
no_lab_surrogates,1990.3770788713869,0.9057960349363151,0.9184885387606923
no_lab_surrogates,2044.2279106274914,0.9059760123658076,0.9185150890481897
no_lab_surrogates,2099.535708559306,0.9061030680346598,0.9185404800416804
no_lab_surrogates,2156.339891750396,0.9062335612699509,0.9185647623606763
no_lab_surrogates,2214.6809457910063,0.9063675850770786,0.9185879844144346
no_lab_surrogates,2274.600451633019,0.9065052349777569,0.9186101924984665
no_lab_surrogates,2336.1411152256205,0.9066466090780965,0.9186314308868324
no_lab_surrogates,2399.346797952769,0.9067918081385266,0.9186517419204061
no_lab_surrogates,2464.2625478941663,0.9069409356456101,0.918671166091286
no_lab_surrogates,2530.934631932014,0.9070940978857999,0.9186897421235198
no_lab_surrogates,2599.4105687264387,0.9072514040211919,0.9187075070503057
no_lab_surrogates,2669.739162583084,0.9074129661673274,0.9187244962878205
no_lab_surrogates,2741.9705382370216,0.9075788994730999,0.9187407437058265
no_lab_surrogates,2816.1561765777346,0.9077493222028248,0.9187562816951936
no_lab_surrogates,2892.34895134069,0.9079243558205281,0.9187711412324743
no_lab_surrogates,2970.6031667916195,0.9081041250765177,0.918785351941658
no_lab_surrogates,3050.9745964303465,0.9082887580962945,0.9187989421532297
no_lab_surrogates,3133.5205227417982,0.9084783864718712,0.9188119389606498
no_lab_surrogates,3218.2997780224873,0.9086731453555599,0.9188243682743678
no_lab_surrogates,3305.372786311585,0.908873173556299,0.9188362548734764
no_lab_surrogates,3394.8016064564604,0.9090786136385851,0.9188476224551129
no_lab_surrogates,3486.6499763433876,0.9092896120240814,0.9188584936816999
no_lab_surrogates,3580.983358324933,0.9095063190959762,0.9188688902261265
no_lab_surrogates,3677.8689858764283,0.9097288893061644,0.9188788328149549
no_lab_surrogates,3777.3759115147254,0.9099574812853277,0.9188883412697407
no_lab_surrogates,3879.575056013454,0.9101922579559958,0.9188974345465498
no_lab_surrogates,3984.5392589498265,0.9104333866486634,0.9189061307737485
no_lab_surrogates,4092.343330618985,0.9106810392210511,0.9189144472881446
no_lab_surrogates,4203.064105352957,0.9109353921805923,0.9189224006695504
no_lab_surrogates,4316.78049628217,0.9111966268102332,0.9189300067738354
no_lab_surrogates,4433.573551578576,0.9114649292976378,0.9189372807645373
no_lab_surrogates,4553.526512220464,0.9117404908678878,0.9189442371430918
no_lab_surrogates,4676.724871320132,0.9120235079197726,0.9189508897777428
no_lab_surrogates,4803.256435056715,0.9123141821657675,0.9189572519311896
no_lab_surrogates,4933.211385257571,0.9126127207757984,0.9189633362870283
no_lab_surrogates,5066.68234367287,0.9128482290680368,0.9189691549750374
no_lab_surrogates,5203.764437989122,0.9130169614761094,0.9189747195953593
no_lab_surrogates,5344.555369628794,0.9131902590395063,0.9189800412416271
no_lab_surrogates,5489.15548338425,0.9133682452712111,0.9189851305230807
no_lab_surrogates,5637.66783893571,0.913551047025924,0.918989997585717
no_lab_surrogates,5790.198284304121,0.9137387945904749,0.9189946521325172
no_lab_surrogates,5946.855531291387,0.9139316217766806,0.9189991034427908
no_lab_surrogates,6107.751232961657,0.9141296660167163,0.9190033603906749
no_lab_surrogates,6273.00006321891,0.914333068461066,0.9190074314628253
no_lab_surrogates,6442.719798537598,0.9145419740791236,0.9190113247753356
no_lab_surrogates,6617.031401904485,0.9147565317625163,0.9190150480899182
no_lab_surrogates,6796.059109031656,0.914976894431222,0.9190186088293768
no_lab_surrogates,6979.930516902031,0.9152032191425595,0.9190220140924055
no_lab_surrogates,7168.7766747105425,0.9154356672031267,0.9190252706677402
no_lab_surrogates,7362.732177265772,0.9156744042837668,0.9190283850476931
no_lab_surrogates,7561.935260918655,0.9159196005376459,0.9190313634410954
no_lab_surrogates,7766.527902086525,0.9161714307215251,0.9190342117856755
no_lab_surrogates,7976.655918442856,0.916430074320313,0.919036935759896
no_lab_surrogates,8192.46907284472,0.9166957156749889,0.919039540794275
no_lab_surrogates,8414.121180072067,0.9169685441139866,0.9190420320822117
no_lab_surrogates,8641.770216454885,0.9172487540881331,0.9190444145903405
no_lab_surrogates,8875.57843246645,0.9175365453092373,0.9190466930684321
no_lab_surrogates,9115.712468362743,0.91783212289243,0.919048872058863
no_lab_surrogates,9362.343472950666,0.9181356975023531,0.9190509559056708
no_lab_surrogates,9615.647225569548,0.9184474855033055,0.9190529487632146
no_lab_surrogates,9875.804261372934,0.9187677091134502,0.9190548546044576
no_lab_surrogates,10143.0,0.9190965965631946,0.9190566772288867
